굴뚝번호,측정일자,측정시간,기상,기온℃,습도％,기압mmHg,풍향,풍속m／sec,가스속도m／s,가스온도℃,수분함량％,실측산소농도％,표준산소농도％,배출가스유량S㎥／min,오염물질,농도,배출허용기준농도,배출허용기준체크,측정업체
#A2011003,20250904,1050,맑음,28.7,79,756.8,북동,3.6,13.57,29,2.82,0,0,805.1,염화수소,0.2,3,,보아스환경기술
#A2011003,20250904,1038,맑음,28.7,79,756.8,북동,3.6,13.57,29,2.82,0,0,805.1,포름알데히드,0,8,,보아스환경기술
#A2011003,20250904,1120,맑음,28.7,79,756.8,북동,3.6,13.57,29,2.82,0,0,805.1,아연화합물(Zn로서),0.021,4,,보아스환경기술
#A2011003,20250904,1120,맑음,28.7,79,756.8,북동,3.6,13.57,29,2.82,0,0,805.1,비소화합물(As로서),0.001,0.25,,보아스환경기술
#A2012006,20250904,1108,맑음,30,73,757.8,북동,4,9.7,25,1.92,0,0,921.5,염화수소,0,3,,보아스환경기술
#A2012006,20250904,1131,맑음,30,73,757.8,북동,4,9.7,25,1.92,0,0,921.5,불소화합물(F로서),0,2,,보아스환경기술
#A2012006,20250904,1052,맑음,30,73,757.8,북동,4,9.7,25,1.92,0,0,921.5,포름알데히드,0,8,,보아스환경기술
#A2012006,20250904,1218,맑음,30,73,757.8,북동,4,9.7,25,1.92,0,0,921.5,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2012006,20250904,1218,맑음,30,73,757.8,북동,4,9.7,25,1.92,0,0,921.5,카드뮴화합물(Cd로서),0,0.1,,보아스환경기술
#A2012006,20250904,1218,맑음,30,73,757.8,북동,4,9.7,25,1.92,0,0,921.5,아연화합물(Zn로서),0.047,4,,보아스환경기술
#A2020072,20250908,1211,맑음,26,69,757.8,북동,3,3.94,59,4.62,0,0,43.9,암모니아,0,30,,보아스환경기술
#A2020170,20250908,1332,구름,27,57,757.4,북동,4,6.92,69,3.73,0,0,22.5,암모니아,0,30,,보아스환경기술
#A2020210,20250908,1040,구름,26,78,757.9,북동,5,2.81,63,5.21,0,0,20.6,암모니아,0.6,30,,보아스환경기술
#A2020216,20250909,1318,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,먼지,2.1,21,,보아스환경기술
#A2020216,20250909,1330,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,황산화물,0,140,,보아스환경기술
#A2020216,20250909,1413,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,염화수소,0,3,,보아스환경기술
#A2020216,20250909,1434,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,불소화합물(F로서),0,2,,보아스환경기술
#A2020216,20250909,1402,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,암모니아,0,30,,보아스환경기술
#A2020216,20250909,1017,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,구리화합물(Cu로서),0,4,,보아스환경기술
#A2020216,20250909,1017,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2020216,20250909,1017,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,납화합물(Pb로서),0.031,0.39,,보아스환경기술
#A2020216,20250909,1017,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,카드뮴화합물(Cd로서),0,0.1,,보아스환경기술
#A2020216,20250909,1017,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,니켈 및 그 화합물,0,1,,보아스환경기술
#A2020216,20250909,1017,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,아연화합물(Zn로서),0.073,4,,보아스환경기술
#A2020216,20250909,1017,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,비소화합물(As로서),0.01,0.25,,보아스환경기술
#A2020216,20250909,1149,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,수은화합물(Hg로서),0.00205,0.1,,보아스환경기술
#A2020216,20250909,1356,구름,22,79,760.3,북,2,4.83,62,3.24,0,0,7.2,벤젠,0,2.9,,보아스환경기술
#A2020313,20250909,1334,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,먼지,1.6,21,,보아스환경기술
#A2020313,20250909,1131,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,황산화물,0,140,,보아스환경기술
#A2020313,20250909,1433,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,염화수소,0,3,,보아스환경기술
#A2020313,20250909,1454,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,불소화합물(F로서),0,2,,보아스환경기술
#A2020313,20250909,1423,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,암모니아,9.2,30,,보아스환경기술
#A2020313,20250909,1012,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,구리화합물(Cu로서),0.02,4,,보아스환경기술
#A2020313,20250909,1012,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2020313,20250909,1012,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,납화합물(Pb로서),0.038,0.39,,보아스환경기술
#A2020313,20250909,1012,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,카드뮴화합물(Cd로서),0.006,0.1,,보아스환경기술
#A2020313,20250909,1012,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,니켈 및 그 화합물,0.003,1,,보아스환경기술
#A2020313,20250909,1012,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,아연화합물(Zn로서),1.396,4,,보아스환경기술
#A2020313,20250909,1012,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,비소화합물(As로서),0.014,0.25,,보아스환경기술
#A2020313,20250909,1154,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,수은화합물(Hg로서),0.00145,0.1,,보아스환경기술
#A2020313,20250909,1416,흐림,21.7,80,758.8,북,2.8,1.59,52,5.87,0,0,1.2,벤젠,0,2.9,,보아스환경기술
#A2020090,20250910,1340,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,먼지,11.3,21,,보아스환경기술
#A2020090,20250910,1022,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,황산화물,0,140,,보아스환경기술
#A2020090,20250910,1432,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,염화수소,0.2,3,,보아스환경기술
#A2020090,20250910,1503,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,불소화합물(F로서),0,2,,보아스환경기술
#A2020090,20250910,1452,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,암모니아,0,30,,보아스환경기술
#A2020090,20250910,1002,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,구리화합물(Cu로서),0,4,,보아스환경기술
#A2020090,20250910,1002,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2020090,20250910,1002,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,납화합물(Pb로서),0.013,0.39,,보아스환경기술
#A2020090,20250910,1002,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,카드뮴화합물(Cd로서),0.003,0.1,,보아스환경기술
#A2020090,20250910,1002,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,니켈 및 그 화합물,0,1,,보아스환경기술
#A2020090,20250910,1002,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,아연화합물(Zn로서),0.816,4,,보아스환경기술
#A2020090,20250910,1002,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,비소화합물(As로서),0.014,0.25,,보아스환경기술
#A2020090,20250910,1147,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,수은화합물(Hg로서),0.07126,0.1,,보아스환경기술
#A2020090,20250910,1423,흐림,24,80,758.3,북,2.9,1.63,71,6.65,0,0,17.2,벤젠,0,2.9,,보아스환경기술
#A2020164,20250910,1405,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,먼지,1.7,21,,보아스환경기술
#A2020164,20250910,1028,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,황산화물,0,140,,보아스환경기술
#A2020164,20250910,1548,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,염화수소,0.4,3,,보아스환경기술
#A2020164,20250910,1505,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,불소화합물(F로서),0,2,,보아스환경기술
#A2020164,20250910,1453,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,암모니아,1.6,30,,보아스환경기술
#A2020164,20250910,1100,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,구리화합물(Cu로서),0,4,,보아스환경기술
#A2020164,20250910,1100,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,크롬화합물(Cr로서),0.175,0.4,,보아스환경기술
#A2020164,20250910,1100,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,납화합물(Pb로서),0.068,0.39,,보아스환경기술
#A2020164,20250910,1100,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,카드뮴화합물(Cd로서),0.009,0.1,,보아스환경기술
#A2020164,20250910,1100,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,니켈 및 그 화합물,0.106,1,,보아스환경기술
#A2020164,20250910,1100,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,아연화합물(Zn로서),3.183,4,,보아스환경기술
#A2020164,20250910,1100,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,비소화합물(As로서),0.021,0.25,,보아스환경기술
#A2020164,20250910,1230,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,수은화합물(Hg로서),0,0.1,,보아스환경기술
#A2020164,20250910,1448,구름,24.8,78,758,북서,4.5,3.85,75,6.41,0,0,3.8,벤젠,0,2.9,,보아스환경기술
#A2020165,20250910,1320,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,먼지,2.2,21,,보아스환경기술
#A2020165,20250910,1006,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,황산화물,0,140,,보아스환경기술
#A2020165,20250910,1407,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,염화수소,0.1,3,,보아스환경기술
#A2020165,20250910,1428,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,불소화합물(F로서),0,2,,보아스환경기술
#A2020165,20250910,1356,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,암모니아,0,30,,보아스환경기술
#A2020165,20250910,1034,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,구리화합물(Cu로서),0,4,,보아스환경기술
#A2020165,20250910,1034,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2020165,20250910,1034,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,납화합물(Pb로서),0.056,0.39,,보아스환경기술
#A2020165,20250910,1034,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,카드뮴화합물(Cd로서),0.002,0.1,,보아스환경기술
#A2020165,20250910,1034,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,니켈 및 그 화합물,0.003,1,,보아스환경기술
#A2020165,20250910,1034,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,아연화합물(Zn로서),0.487,4,,보아스환경기술
#A2020165,20250910,1034,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,비소화합물(As로서),0.006,0.25,,보아스환경기술
#A2020165,20250910,1155,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,수은화합물(Hg로서),0.00102,0.1,,보아스환경기술
#A2020165,20250910,1351,구름,24,79,759.1,북서,5,7.01,45,2.99,0,0,18.6,벤젠,0,2.9,,보아스환경기술
#A2020260,20250910,1355,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,먼지,0.8,21,,보아스환경기술
#A2020260,20250910,1040,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,황산화물,0,140,,보아스환경기술
#A2020260,20250910,1449,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,염화수소,0.2,3,,보아스환경기술
#A2020260,20250910,1520,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,불소화합물(F로서),0,2,,보아스환경기술
#A2020260,20250910,1438,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,암모니아,5.2,30,,보아스환경기술
#A2020260,20250910,1028,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,구리화합물(Cu로서),0,4,,보아스환경기술
#A2020260,20250910,1028,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2020260,20250910,1028,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,납화합물(Pb로서),0,0.39,,보아스환경기술
#A2020260,20250910,1028,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,카드뮴화합물(Cd로서),0,0.1,,보아스환경기술
#A2020260,20250910,1028,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,니켈 및 그 화합물,0,1,,보아스환경기술
#A2020260,20250910,1028,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,아연화합물(Zn로서),0.087,4,,보아스환경기술
#A2020260,20250910,1028,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,비소화합물(As로서),0,0.25,,보아스환경기술
#A2020260,20250910,1208,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,수은화합물(Hg로서),0,0.1,,보아스환경기술
#A2020260,20250910,1434,구름,25.2,77,758.2,북,3.4,1.53,34,3.24,0,0,3,벤젠,0,2.9,,보아스환경기술
#A2020168,20250911,1344,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,먼지,4.5,21,,보아스환경기술
#A2020168,20250911,1001,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,황산화물,0,140,,보아스환경기술
#A2020168,20250911,1432,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,염화수소,0.1,3,,보아스환경기술
#A2020168,20250911,1503,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,불소화합물(F로서),0,2,,보아스환경기술
#A2020168,20250911,1453,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,암모니아,0,30,,보아스환경기술
#A2020168,20250911,1016,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,구리화합물(Cu로서),0.048,4,,보아스환경기술
#A2020168,20250911,1016,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2020168,20250911,1016,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,납화합물(Pb로서),0.114,0.39,,보아스환경기술
#A2020168,20250911,1016,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,카드뮴화합물(Cd로서),0.016,0.1,,보아스환경기술
#A2020168,20250911,1016,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,니켈 및 그 화합물,0.004,1,,보아스환경기술
#A2020168,20250911,1016,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,아연화합물(Zn로서),4.503,4,,보아스환경기술
#A2020168,20250911,1016,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,비소화합물(As로서),0.026,0.25,,보아스환경기술
#A2020168,20250911,1155,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,수은화합물(Hg로서),0.00076,0.1,,보아스환경기술
#A2020168,20250911,1425,맑음,26.2,72,761.8,북,6.9,1.58,53.5,4.2,0,0,1.7,벤젠,0,2.9,,보아스환경기술
#A2020209,20250911,1413,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,먼지,1.4,21,,보아스환경기술
#A2020209,20250911,1348,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,황산화물,0,140,,보아스환경기술
#A2020209,20250911,1511,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,염화수소,0.1,3,,보아스환경기술
#A2020209,20250911,1532,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,불소화합물(F로서),0,2,,보아스환경기술
#A2020209,20250911,1500,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,암모니아,0,30,,보아스환경기술
#A2020209,20250911,1028,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,구리화합물(Cu로서),0,4,,보아스환경기술
#A2020209,20250911,1028,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2020209,20250911,1028,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,납화합물(Pb로서),0.135,0.39,,보아스환경기술
#A2020209,20250911,1028,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,카드뮴화합물(Cd로서),0,0.1,,보아스환경기술
#A2020209,20250911,1028,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,니켈 및 그 화합물,0,1,,보아스환경기술
#A2020209,20250911,1028,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,아연화합물(Zn로서),0.077,4,,보아스환경기술
#A2020209,20250911,1028,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,비소화합물(As로서),0.005,0.25,,보아스환경기술
#A2020209,20250911,1216,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,수은화합물(Hg로서),0.00434,0.1,,보아스환경기술
#A2020209,20250911,1455,맑음,27,71,762.2,북동,7,1.62,69,3.5,0,0,14.8,벤젠,0,2.9,,보아스환경기술
#A2020271,20250912,1350,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,먼지,3,21,,보아스환경기술
#A2020271,20250912,1343,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,황산화물,0,140,,보아스환경기술
#A2020271,20250912,1450,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,염화수소,0.2,3,,보아스환경기술
#A2020271,20250912,1511,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,불소화합물(F로서),0,2,,보아스환경기술
#A2020271,20250912,1439,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,암모니아,0,30,,보아스환경기술
#A2020271,20250912,1021,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,구리화합물(Cu로서),0,4,,보아스환경기술
#A2020271,20250912,1021,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2020271,20250912,1021,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,납화합물(Pb로서),0.072,0.39,,보아스환경기술
#A2020271,20250912,1021,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,카드뮴화합물(Cd로서),0.003,0.1,,보아스환경기술
#A2020271,20250912,1021,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,니켈 및 그 화합물,0,1,,보아스환경기술
#A2020271,20250912,1021,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,아연화합물(Zn로서),0.258,4,,보아스환경기술
#A2020271,20250912,1021,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,비소화합물(As로서),0.004,0.25,,보아스환경기술
#A2020271,20250912,1202,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,수은화합물(Hg로서),0.00318,0.1,,보아스환경기술
#A2020271,20250912,1434,구름,26,75,761.2,북동,5,1.57,48,3.25,0,0,2.4,벤젠,0,2.9,,보아스환경기술
#A2020027,20250917,1131,맑음,31,67,758,남,2,27.18,35,3.3,0,0,53.1,먼지,1.8,21,,보아스환경기술
#A2020027,20250917,1024,맑음,31,67,758,남,2,27.18,35,3.3,0,0,53.1,구리화합물(Cu로서),0,4,,보아스환경기술
#A2020027,20250917,1024,맑음,31,67,758,남,2,27.18,35,3.3,0,0,53.1,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2020027,20250917,1024,맑음,31,67,758,남,2,27.18,35,3.3,0,0,53.1,납화합물(Pb로서),0.02,0.39,,보아스환경기술
#A2020027,20250917,1024,맑음,31,67,758,남,2,27.18,35,3.3,0,0,53.1,카드뮴화합물(Cd로서),0,0.1,,보아스환경기술
#A2020027,20250917,1024,맑음,31,67,758,남,2,27.18,35,3.3,0,0,53.1,니켈 및 그 화합물,0,1,,보아스환경기술
#A2020027,20250917,1024,맑음,31,67,758,남,2,27.18,35,3.3,0,0,53.1,아연화합물(Zn로서),0.065,4,,보아스환경기술
#A2020027,20250917,1024,맑음,31,67,758,남,2,27.18,35,3.3,0,0,53.1,비소화합물(As로서),0.002,0.25,,보아스환경기술
#A3011004,20250917,1352,맑음,34,64,756.9,남,4,3.15,47,3.66,0,0,107.5,황산화물,0,140,,보아스환경기술
#A2020321,20250918,1359,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,먼지,2.4,21,,보아스환경기술
#A2020321,20250918,1008,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,황산화물,0,140,,보아스환경기술
#A2020321,20250918,1501,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,염화수소,0,3,,보아스환경기술
#A2020321,20250918,1522,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,불소화합물(F로서),0,2,,보아스환경기술
#A2020321,20250918,1450,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,암모니아,0,30,,보아스환경기술
#A2020321,20250918,1020,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,구리화합물(Cu로서),0,4,,보아스환경기술
#A2020321,20250918,1020,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2020321,20250918,1020,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,납화합물(Pb로서),0.011,0.39,,보아스환경기술
#A2020321,20250918,1020,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,카드뮴화합물(Cd로서),0,0.1,,보아스환경기술
#A2020321,20250918,1020,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,니켈 및 그 화합물,0,1,,보아스환경기술
#A2020321,20250918,1020,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,아연화합물(Zn로서),0.356,4,,보아스환경기술
#A2020321,20250918,1020,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,비소화합물(As로서),0.004,0.25,,보아스환경기술
#A2020321,20250918,1207,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,수은화합물(Hg로서),0.04873,0.1,,보아스환경기술
#A2020321,20250918,1444,흐림,23,75,761.6,북,5,1.6,57,3.25,0,0,7,벤젠,0,2.9,,보아스환경기술
#A2020033,20250919,1311,구름,25,61,764.5,북동,4,1.52,36,1.73,0,0,3.9,먼지,1.4,21,,보아스환경기술
#A2020033,20250919,1130,구름,25,61,764.5,북동,4,1.52,36,1.73,0,0,3.9,구리화합물(Cu로서),0,4,,보아스환경기술
#A2020033,20250919,1130,구름,25,61,764.5,북동,4,1.52,36,1.73,0,0,3.9,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2020033,20250919,1130,구름,25,61,764.5,북동,4,1.52,36,1.73,0,0,3.9,납화합물(Pb로서),0.142,0.39,,보아스환경기술
#A2020033,20250919,1130,구름,25,61,764.5,북동,4,1.52,36,1.73,0,0,3.9,카드뮴화합물(Cd로서),0.004,0.1,,보아스환경기술
#A2020033,20250919,1130,구름,25,61,764.5,북동,4,1.52,36,1.73,0,0,3.9,니켈 및 그 화합물,0,1,,보아스환경기술
#A2020033,20250919,1130,구름,25,61,764.5,북동,4,1.52,36,1.73,0,0,3.9,아연화합물(Zn로서),0.057,4,,보아스환경기술
#A2020033,20250919,1130,구름,25,61,764.5,북동,4,1.52,36,1.73,0,0,3.9,비소화합물(As로서),0.01,0.25,,보아스환경기술
#A2020011,20250924,1446,구름,23,92,761.8,북동,1,3.08,35,2.35,0,0,7.2,먼지,1.4,21,,보아스환경기술
#A2020011,20250924,1123,구름,23,92,761.8,북동,1,3.08,35,2.35,0,0,7.2,구리화합물(Cu로서),0,4,,보아스환경기술
#A2020011,20250924,1123,구름,23,92,761.8,북동,1,3.08,35,2.35,0,0,7.2,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2020011,20250924,1123,구름,23,92,761.8,북동,1,3.08,35,2.35,0,0,7.2,납화합물(Pb로서),0.011,0.39,,보아스환경기술
#A2020011,20250924,1123,구름,23,92,761.8,북동,1,3.08,35,2.35,0,0,7.2,카드뮴화합물(Cd로서),0,0.1,,보아스환경기술
#A2020011,20250924,1123,구름,23,92,761.8,북동,1,3.08,35,2.35,0,0,7.2,니켈 및 그 화합물,0,1,,보아스환경기술
#A2020011,20250924,1123,구름,23,92,761.8,북동,1,3.08,35,2.35,0,0,7.2,아연화합물(Zn로서),0.063,4,,보아스환경기술
#A2020011,20250924,1123,구름,23,92,761.8,북동,1,3.08,35,2.35,0,0,7.2,비소화합물(As로서),0.003,0.25,,보아스환경기술
#A2020011,20250924,1307,구름,23,92,761.8,북동,1,3.08,35,2.35,0,0,7.2,수은화합물(Hg로서),0.00077,0.1,,보아스환경기술
#A2020277,20250805,1416,구름,30,82,753.5,남,5,1.56,40,2.72,0,0,1.2,먼지,1.1,21,,보아스환경기술
#A2020277,20250805,1053,구름,30,82,753.5,남,5,1.56,40,2.72,0,0,1.2,황산화물,0,140,,보아스환경기술
#A2020277,20250805,1511,구름,30,82,753.5,남,5,1.56,40,2.72,0,0,1.2,염화수소,0.2,3,,보아스환경기술
#A2020277,20250805,1532,구름,30,82,753.5,남,5,1.56,40,2.72,0,0,1.2,불소화합물(F로서),0,2,,보아스환경기술
#A2020277,20250805,1500,구름,30,82,753.5,남,5,1.56,40,2.72,0,0,1.2,암모니아,0,30,,보아스환경기술
#A2020277,20250805,1052,구름,30,82,753.5,남,5,1.56,40,2.72,0,0,1.2,구리화합물(Cu로서),0,4,,보아스환경기술
#A2020277,20250805,1052,구름,30,82,753.5,남,5,1.56,40,2.72,0,0,1.2,크롬화합물(Cr로서),0,0.4,,보아스환경기술
#A2020277,20250805,1052,구름,30,82,753.5,남,5,1.56,40,2.72,0,0,1.2,납화합물(Pb로서),0.159,0.39,,보아스환경기술
#A2020277,20250805,1052,구름,30,82,753.5,남,5,1.56,40,2.72,0,0,1.2,카드뮴화합물(Cd로서),0,0.1,,보아스환경기술
#A2020277,20250805,1052,구름,30,82,753.5,남,5,1.56,40,2.72,0,0,1.2,니켈 및 그 화합물,0,1,,보아스환경기술
#A2020277,20250805,1052,구름,30,82,753.5,남,5,1.56,40,2.72,0,0,1.2,아연화합물(Zn로서),0.024,4,,보아스환경기술
#A2020277,20250805,1052,구름,30,82,753.5,남,5,1.56,40,2.72,0,0,1.2,비소화합물(As로서),0.01,0.25,,보아스환경기술
